epoch,categorical_accuracy,loss,lr,val_5-shot_5-way_acc,val_loss
1,0.17823333333333335,18.8515651952914,0.001,0.42,1.515865162044056
2,0.1949,2.7314619365029364,0.001,0.424,1.3918284273684558
3,0.22396666666666668,2.5987218669324226,0.001,0.444,1.344775982794754
4,0.24699999999999997,2.504907011173204,0.001,0.444,1.3156816192397296
5,0.25683333333333336,2.4637974314405,0.001,0.486,1.2796566642513318
6,0.2616666666666666,2.447769500572222,0.001,0.5,1.27413298390365
7,0.2691333333333334,2.4193792352601076,0.001,0.478,1.22225671511354
8,0.2830999999999999,2.3668429207210413,0.001,0.536,1.23600762643817
9,0.29129999999999995,2.3381612105663496,0.001,0.534,1.197016689972562
10,0.2920333333333334,2.335992606481731,0.001,0.504,1.2594317794111818
11,0.29599999999999993,2.3110084870756453,0.001,0.52,1.2216884294985493
12,0.30149999999999993,2.3068758056746503,0.001,0.542,1.1265137552156101
13,0.3134666666666666,2.2584012029150955,0.001,0.576,1.0707071262659629
14,0.31559999999999994,2.2492109080303395,0.001,0.53,1.1452273420104204
15,0.3225333333333334,2.2302058382330174,0.001,0.514,1.2124347893107124
16,0.32476666666666665,2.2256815878886513,0.001,0.508,1.2620699630853167
17,0.32886666666666675,2.2116557342191796,0.001,0.6,1.0779438672567125
18,0.32843333333333324,2.201675280799798,0.001,0.574,1.112580718111578
19,0.33269999999999994,2.201293481841164,0.001,0.554,1.10340756668595
20,0.3335333333333333,2.184336663015788,0.001,0.506,1.198867656530672
21,0.33980000000000005,2.176172285156397,0.001,0.532,1.2145379136786112
22,0.3463333333333333,2.1514047986575044,0.001,0.532,1.1576205765719105
23,0.3399333333333333,2.1608447925645926,0.001,0.57,1.0962623048847606
24,0.3502333333333333,2.1202005818088985,0.001,0.574,1.0760331038570752
25,0.3505333333333332,2.126444352639276,0.001,0.51,1.174036149491363
26,0.3537666666666668,2.107909789577954,0.001,0.558,1.1164846669744266
27,0.35940000000000005,2.101821872568007,0.001,0.576,1.071682189280723
28,0.36396666666666677,2.099252280225515,0.001,0.542,1.1261774786952226
29,0.3603333333333334,2.0852025312611495,0.001,0.55,1.1222444313155815
30,0.37000000000000005,2.067856414215653,0.001,0.572,1.0728171923271586
31,0.37386666666666657,2.0438318080827473,0.001,0.546,1.14087248063257
32,0.36849999999999994,2.06510414810507,0.001,0.596,1.0202073868578727
33,0.37390000000000007,2.0379369060041648,0.001,0.598,1.0247650629178706
34,0.37970000000000004,2.0291409092981803,0.001,0.596,1.064683263223295
35,0.3705999999999999,2.0477125595062744,0.001,0.61,1.0138756837664153
36,0.3719666666666668,2.0342457333836736,0.001,0.584,1.0189734344729808
37,0.3865333333333335,2.007791063387749,0.001,0.59,1.1045000960481621
38,0.38639999999999985,2.0017433437294345,0.001,0.644,0.9456687055859908
39,0.3802666666666666,2.018855043074149,0.001,0.584,1.0773639704581708
40,0.3979666666666667,1.9620336415910087,0.0005,0.596,1.0006631041133767
41,0.4051333333333333,1.922859490037908,0.0005,0.588,1.0076775958340085
42,0.3996333333333332,1.9414223983233299,0.0005,0.612,0.980094085424033
43,0.4034999999999998,1.9284243146109514,0.0005,0.592,1.0125395224777136
44,0.4076666666666667,1.9059201435473812,0.0005,0.566,1.0635877648637677
45,0.4064666666666665,1.9132544496845187,0.0005,0.586,1.1001000488734474
46,0.41889999999999966,1.8716313684733108,0.0005,0.588,0.9758891871482825
47,0.42713333333333325,1.8709226971639796,0.0005,0.604,1.0203699127506
48,0.41370000000000007,1.8951092870728399,0.0005,0.56,1.0620229029702621
49,0.4236666666666668,1.864784499914346,0.0005,0.598,1.017021506400272
50,0.41766666666666663,1.882076242833931,0.0005,0.596,0.9784622656809455
51,0.4135666666666665,1.8841695717254083,0.0005,0.612,0.9746940223495566
52,0.4284999999999997,1.8621840333704491,0.0005,0.62,0.9569646098586355
53,0.41800000000000026,1.8771612253831316,0.0005,0.614,1.0126059570150017
54,0.42346666666666666,1.862085700523085,0.0005,0.596,1.033220000792576
55,0.4288666666666666,1.8524034191422927,0.0005,0.65,0.9246575915689748
56,0.42940000000000006,1.85164682146217,0.0005,0.572,1.0526444933051533
57,0.4321999999999999,1.8358602271680238,0.0005,0.598,1.0653212364534663
58,0.42856666666666654,1.8544411660995328,0.0005,0.61,1.0258284605176318
59,0.43056666666666643,1.836303824875621,0.0005,0.58,1.0723188049187136
60,0.43796666666666667,1.8150835651985409,0.0005,0.6,1.058912641304888
61,0.4291666666666664,1.8363027814665884,0.0005,0.608,0.9952202113039402
62,0.43833333333333335,1.8202759736611154,0.0005,0.596,0.9695872088746164
63,0.4335000000000001,1.8231352206721767,0.0005,0.586,0.9846543742994661
64,0.4295333333333333,1.8437691564208059,0.0005,0.59,1.0789828139140012
65,0.4351999999999998,1.8098644047244996,0.0005,0.61,0.9567487636809561
66,0.44913333333333333,1.7883079387347756,0.0005,0.644,0.9846075309758602
67,0.44699999999999995,1.7825509715984773,0.0005,0.628,0.943226444186376
68,0.4452,1.794423597703088,0.0005,0.614,0.99444462141416
69,0.4443333333333333,1.7903300048859108,0.0005,0.58,1.0424084514851697
70,0.44786666666666675,1.7745759079015877,0.0005,0.594,0.9848970097698472
71,0.4427333333333333,1.8018197740615316,0.0005,0.592,1.0348941959234075
72,0.4493999999999999,1.7737170886697324,0.0005,0.624,0.9751776787245042
73,0.4533333333333332,1.7650713376287284,0.0005,0.59,1.0388270996798317
74,0.45469999999999994,1.7592629564683184,0.0005,0.596,1.0131573053570475
75,0.45116666666666655,1.7739383511095894,0.0005,0.618,1.0041095022374769
76,0.45346666666666685,1.7612343361851086,0.0005,0.622,1.0004582924702692
77,0.4530666666666667,1.749857049659608,0.0005,0.564,1.0218355668410162
78,0.45153333333333323,1.7543373585102142,0.0005,0.636,0.924348841266728
79,0.45963333333333334,1.7338193619128017,0.0005,0.632,0.9443765083769444
80,0.4707,1.6926600448675517,0.00025,0.616,0.9948477617194307
81,0.4818666666666664,1.6620694766724566,0.00025,0.604,1.0116207990287345
82,0.4691666666666666,1.7007982515982953,0.00025,0.612,0.9386133273351696
83,0.4823666666666667,1.657515443911583,0.00025,0.63,0.9361345779868991
84,0.4743333333333332,1.6788232717708136,0.00025,0.624,0.9496652367444723
85,0.47939999999999977,1.6728273973424599,0.00025,0.656,0.9064728298329605
86,0.4803333333333331,1.662650340512773,0.00025,0.618,0.9766830500689954
87,0.47833333333333317,1.6588370578457705,0.00025,0.632,0.9296305580576203
88,0.4938666666666664,1.625360429351682,0.00025,0.598,1.0081522203436453
89,0.4796666666666667,1.6773250337628736,0.00025,0.634,0.9318900183944846
90,0.48706666666666654,1.6451618099950833,0.00025,0.598,0.9369846413930526
91,0.48073333333333323,1.6561075450425335,0.00025,0.64,0.9089018100424447
92,0.47536666666666655,1.67632119820514,0.00025,0.638,0.892398801052994
93,0.4820666666666667,1.6630044855377142,0.00025,0.64,0.9245120547187659
94,0.4889,1.6426056440118149,0.00025,0.594,1.0224619914214137
95,0.49216666666666653,1.6414119440145962,0.00025,0.646,0.9646085598841809
96,0.4860999999999999,1.6420357664211034,0.00025,0.576,1.037518764868852
97,0.4940666666666666,1.6276478763386502,0.00025,0.64,0.9058672911049046
98,0.4915666666666669,1.6200886427038221,0.00025,0.614,0.9203866174654841
99,0.5035000000000001,1.5773523587885534,0.00025,0.618,0.9541263655028095
100,0.49996666666666684,1.610171619434492,0.00025,0.65,0.9442647562757521
101,0.4967333333333334,1.6167867798098499,0.00025,0.618,0.9746103555693882
102,0.4829,1.654313071693187,0.00025,0.6,1.0046798136985078
103,0.5040333333333333,1.5870967634101296,0.00025,0.642,0.9622043840051754
104,0.4946666666666665,1.6108297690511486,0.00025,0.624,0.9762337414071426
105,0.4946666666666667,1.6188149542572694,0.00025,0.628,1.019264595286025
106,0.49226666666666674,1.6268211326351516,0.00025,0.63,0.9741999799520079
107,0.48943333333333333,1.6247310767508099,0.00025,0.616,1.0324262057723506
108,0.5024666666666668,1.6005509422556639,0.00025,0.63,0.9694131472905717
109,0.4915666666666667,1.6289178686530825,0.00025,0.61,1.0009899360002472
110,0.5031,1.593836407832819,0.00025,0.614,1.0142118330980388
111,0.4931666666666667,1.614370322823926,0.00025,0.63,0.9078830512383981
112,0.4968333333333335,1.602885772020513,0.00025,0.618,1.0266349756236581
113,0.5020666666666667,1.5970608675233846,0.00025,0.628,0.9405619913402103
114,0.5073666666666665,1.5851008157569044,0.00025,0.632,0.9883906534978323
115,0.5065666666666666,1.5685275321797068,0.00025,0.63,0.9443912686932658
116,0.49963333333333315,1.6014988479322532,0.00025,0.614,0.9794203042009827
117,0.5119333333333332,1.5649186825434669,0.00025,0.676,0.9040661762443093
118,0.5081333333333332,1.5824162800896324,0.00025,0.578,1.0588511176172908
119,0.5135666666666665,1.551410086429149,0.00025,0.664,0.9473930072055746
120,0.5115666666666666,1.5535597964767904,0.000125,0.652,0.8614018327108388
