epoch,categorical_accuracy,loss,lr,val_1-shot_5-way_acc,val_loss
32,0.23086666666666664,2.9981811215064793,0.001,0.378,2.589378136245792
33,0.2335333333333332,2.9992612059942547,0.001,0.388,2.3635956317940563
34,0.2370333333333334,2.981827932784636,0.001,0.386,2.32317463469644
35,0.2410333333333335,2.963343691475093,0.001,0.38,2.6145780997787904
36,0.23650000000000013,2.968314753983783,0.001,0.352,2.386143753296525
37,0.24480000000000005,2.94182607125067,0.001,0.38,2.4717433120153225
38,0.24203333333333318,2.948325562250285,0.001,0.36,2.5105972647014427
39,0.2483,2.920420739939547,0.001,0.406,2.3807443292923445
40,0.25983333333333325,2.8658002471526505,0.0005,0.368,2.522124175265353
41,0.25796666666666657,2.8586126256579587,0.0005,0.432,2.256174903295979
42,0.25989999999999996,2.835644022132732,0.0005,0.396,2.314847229156237
43,0.26846666666666674,2.821702550318847,0.0005,0.384,2.5225355769375715
44,0.26850000000000007,2.82140479902449,0.0005,0.4,2.4337412914877863
45,0.26786666666666664,2.8072778347482767,0.0005,0.402,2.3405952671400745
46,0.26983333333333337,2.8106003292166806,0.0005,0.378,2.538393970527554
47,0.2724666666666668,2.8071515252668315,0.0005,0.402,2.4544435799003423
48,0.2753666666666666,2.7906913471833064,0.0005,0.38,2.3916248578041346
49,0.2698666666666668,2.794995381743572,0.0005,0.404,2.322042416420585
50,0.27343333333333336,2.7834199065909364,0.0005,0.416,2.4191732001227377
51,0.2707666666666667,2.8136163519856403,0.0005,0.412,2.377574406535251
52,0.27703333333333335,2.7753234480284434,0.0005,0.426,2.2490294757188654
53,0.27680000000000005,2.772015180105074,0.0005,0.39,2.55939311664287
54,0.2802333333333334,2.7676521442204103,0.0005,0.396,2.5122448150707366
55,0.27913333333333334,2.7624389749765994,0.0005,0.38,2.6305182449905775
56,0.2789666666666667,2.762888114925342,0.0005,0.378,2.4632375527344434
57,0.28320000000000006,2.755712392650985,0.0005,0.412,2.345988325296465
58,0.28719999999999996,2.73956377070623,0.0005,0.418,2.3687703883506153
59,0.2828666666666666,2.7455732918409432,0.0005,0.44,2.2929358781052604
60,0.28006666666666663,2.7509866195412913,0.0005,0.396,2.520343435178187
61,0.2851000000000001,2.7350387131796885,0.0005,0.382,2.5201508732554867
62,0.29400000000000015,2.704122095904625,0.0005,0.37,2.4234465025330416
63,0.2919333333333335,2.698853699995749,0.0005,0.41,2.3055950290421072
64,0.2891666666666666,2.7077994975896735,0.0005,0.406,2.17211553989382
65,0.29373333333333324,2.705403778089972,0.0005,0.408,2.4697445736887143
66,0.29606666666666664,2.6856047212972856,0.0005,0.41,2.2696246832622755
67,0.2934,2.6889400199001154,0.0005,0.404,2.5578501450300566
68,0.29760000000000003,2.6712896795431877,0.0005,0.368,2.5188054293600244
69,0.2966666666666665,2.6892675261741625,0.0005,0.374,2.6784073367311136
70,0.30670000000000003,2.664429325927583,0.0005,0.402,2.367641991372054
71,0.2986,2.6677435308983863,0.0005,0.424,2.3218847959243307
72,0.3008666666666666,2.667643622516062,0.0005,0.38,2.555873044417421
73,0.30483333333333335,2.6546259994493324,0.0005,0.406,2.4438671840620456
74,0.3016333333333333,2.6487326294352647,0.0005,0.398,2.4361008882220956
75,0.3056666666666668,2.6419432601653074,0.0005,0.41,2.3042195904583234
76,0.3074666666666666,2.63445384645848,0.0005,0.36,2.6522415083591513
77,0.30720000000000003,2.6358134989825985,0.0005,0.358,2.3386755578768756
78,0.3089333333333332,2.628158043650668,0.0005,0.404,2.3661930754366325
79,0.3115333333333334,2.5975741061768787,0.0005,0.408,2.4207766782070546
80,0.3206,2.5681344185611703,0.00025,0.436,2.296553401590226
